1,1,120.87,333.5,136.52999999999997,59.389999999999986,1,1,1.0
1,2,208.85,251.86,94.25000000000003,39.27999999999997,1,1,1.0
1,3,733.7,266.88,71.19999999999993,38.30000000000001,1,1,1.0
2,1,98.84,337.33,136.53,59.400000000000034,1,1,1.0
2,2,208.85,251.86,94.25000000000003,39.370000000000005,1,1,1.0
2,3,720.29,268.79,73.11000000000001,38.31,1,1,1.0
3,1,73.93,343.08,139.37,59.39000000000004,1,1,1.0
3,2,208.85,251.86,94.25000000000003,39.46999999999997,1,1,1.0
3,3,706.88,271.67,73.11000000000001,38.30000000000001,1,1,1.0
4,1,48.06,345.0,141.24,62.30000000000001,1,1,1.0
4,2,208.85,251.86,94.25000000000003,39.56999999999999,1,1,1.0
4,3,693.46,272.0,74.93999999999994,38.89999999999998,1,1,1.0
5,1,23.15,348.83,144.15,62.30000000000001,1,1,1.0
5,2,208.85,251.86,94.25000000000003,39.65999999999997,1,1,1.0
5,3,678.8,273.0,75.80000000000007,40.5,1,1,1.0
6,1,0.16,352.7,146.04,63.19999999999999,1,1,1.0
6,2,208.85,251.86,94.25000000000003,39.75999999999999,1,1,1.0
6,3,665.62,275.0,75.79999999999995,40.5,1,1,1.0
7,1,0.16,354.6,124.04,68.0,1,1,1.0
7,2,208.85,251.86,94.25000000000003,39.849999999999966,1,1,1.0
7,3,650.05,277.4,79.35000000000002,42.89000000000004,1,1,1.0
8,1,0.16,359.4,100.04,68.0,1,1,1.0
8,2,208.85,251.86,94.25000000000003,39.94999999999999,1,1,1.0
8,3,635.67,279.0,79.35000000000002,42.10000000000002,1,1,1.0
9,1,0.16,361.3,75.14,64.19999999999999,1,1,1.0
9,2,208.85,251.86,94.25000000000003,40.05000000000001,1,1,1.0
9,3,621.3,281.0,80.90000000000009,42.89999999999998,1,1,1.0
10,1,0.16,366.1,51.14,59.39999999999998,1,1,1.0
10,2,208.85,251.86,94.25000000000003,40.139999999999986,1,1,1.0
10,3,605.32,283.0,82.88,42.89999999999998,1,1,1.0
11,1,0.16,374.7,25.24,54.60000000000002,1,1,1.0
11,2,208.85,251.86,94.25000000000003,40.24000000000001,1,1,1.0
11,3,590.5,285.8,83.72000000000003,42.89999999999998,1,1,1.0
12,2,208.85,251.88,94.25000000000003,40.25,1,1,1.0
12,3,575.3,287.4,86.10000000000002,44.09000000000003,1,1,1.0
13,2,208.85,251.89,94.25000000000003,40.27000000000004,1,1,1.0
13,3,559.33,288.6,86.46999999999991,40.89999999999998,1,1,1.0
14,2,208.85,251.9,94.25000000000003,40.28999999999999,1,1,1.0
14,3,544.54,292.3,86.06000000000006,40.89999999999998,1,1,1.0
15,2,208.85,251.91,94.25000000000003,40.31000000000003,1,1,1.0
15,3,527.4,293.22,87.49000000000001,45.97999999999996,1,1,1.0
16,2,208.85,251.93,94.25000000000003,40.31999999999999,1,1,1.0
16,3,509.38,295.1,92.62,47.799999999999955,1,1,1.0
17,2,208.85,251.94,94.25000000000003,40.339999999999975,1,1,1.0
17,3,493.67,297.4,91.22999999999996,47.81,1,1,1.0
18,2,208.85,251.95,94.25000000000003,40.360000000000014,1,1,1.0
18,3,475.19,300.17,93.10999999999996,49.22999999999996,1,1,1.0
19,2,208.85,251.97,94.25000000000003,40.369999999999976,1,1,1.0
19,3,458.56,302.9,96.83999999999997,50.200000000000045,1,1,1.0
20,2,208.85,251.98,94.25000000000003,40.390000000000015,1,1,1.0
20,3,441.46,304.7,93.54000000000002,52.10000000000002,1,1,1.0
21,2,208.85,251.99,94.25000000000003,40.40999999999997,1,1,1.0
21,3,422.98,307.9,99.02999999999997,52.10000000000002,1,1,1.0
22,2,208.85,252.0,94.25000000000003,40.43000000000001,1,1,1.0
22,3,405.9,311.13,101.30000000000001,53.06999999999999,1,1,1.0
23,2,208.85,252.02,94.25000000000003,40.43999999999997,1,1,1.0
23,3,387.42,312.98,103.18,54.91999999999996,1,1,1.0
24,2,208.85,252.03,94.25000000000003,40.46000000000001,1,1,1.0
24,3,367.55,316.68,105.94999999999999,54.920000000000016,1,1,1.0
25,2,208.85,252.04,94.25000000000003,40.47999999999999,1,1,1.0
25,3,348.6,320.4,107.33999999999997,55.80000000000001,1,1,1.0
26,2,208.85,252.05,94.25000000000003,40.5,1,1,1.0
26,3,330.6,322.71,107.79999999999995,57.69,1,1,1.0
27,2,208.85,252.07,94.25000000000003,40.50999999999999,1,1,1.0
27,3,308.9,326.4,112.40000000000003,59.10000000000002,1,1,1.0
28,2,208.85,252.08,94.25000000000003,40.53,1,1,1.0
28,3,287.2,329.2,115.62,59.5,1,1,1.0
29,2,208.85,252.09,94.25000000000003,40.54999999999998,1,1,1.0
29,3,265.0,332.9,119.80000000000001,60.400000000000034,1,1,1.0
30,2,208.85,252.11,94.25000000000003,40.56,1,1,1.0
30,3,244.67,336.6,121.63000000000002,61.31999999999999,1,1,1.0
31,2,208.85,252.12,94.25000000000003,40.579999999999984,1,1,1.0
31,3,222.0,339.83,123.5,62.670000000000016,1,1,1.0
32,2,208.85,252.13,94.25000000000003,40.60000000000002,1,1,1.0
32,3,201.21,342.61,126.28999999999999,64.49000000000001,1,1,1.0
33,2,208.85,252.14,94.25000000000003,40.620000000000005,1,1,1.0
33,3,176.26,347.69,129.94,64.49000000000001,1,1,1.0
34,2,208.85,252.16,94.25000000000003,40.630000000000024,1,1,1.0
34,3,151.31,351.4,136.89,68.20000000000005,1,1,1.0
35,2,208.85,252.17,94.25000000000003,40.650000000000006,1,1,1.0
35,3,126.82,355.1,136.88,69.59999999999997,1,1,1.0
36,2,208.85,252.18,94.25000000000003,40.670000000000016,1,1,1.0
36,3,100.48,359.7,143.42000000000002,71.5,1,1,1.0
37,2,208.85,252.19,94.25000000000003,40.69,1,1,1.0
37,3,73.22,364.8,146.68,71.5,1,1,1.0
38,2,208.85,252.21,94.25000000000003,40.70000000000002,1,1,1.0
38,3,46.89,367.57,150.31,75.23000000000002,1,1,1.0
39,2,208.85,252.22,94.25000000000003,40.72,1,1,1.0
39,3,17.8,372.66,156.79999999999998,75.63999999999999,1,1,1.0
40,2,208.85,252.23,94.25000000000003,40.74000000000004,1,1,1.0
40,3,0.0,377.28,150.6,77.02000000000004,1,1,1.0
41,2,208.85,252.25,94.25000000000003,40.75,1,1,1.0
41,3,0.0,380.5,127.0,81.64999999999998,1,1,1.0
42,2,208.85,252.26,94.25000000000003,40.76999999999998,1,1,1.0
42,3,0.0,384.7,99.3,83.5,1,1,1.0
43,2,208.85,252.27,94.25000000000003,40.78999999999999,1,1,1.0
43,3,0.0,384.7,76.2,74.30000000000001,1,1,1.0
44,2,208.85,252.28,94.25000000000003,40.809999999999974,1,1,1.0
44,3,0.0,399.0,48.9,61.80000000000001,1,1,1.0
45,2,208.85,252.3,94.25000000000003,40.81999999999999,1,1,1.0
45,3,0.0,415.2,23.0,45.60000000000002,1,1,1.0
46,2,208.85,252.31,94.25000000000003,40.839999999999975,1,1,1.0
47,2,208.85,252.32,94.25000000000003,40.860000000000014,1,1,1.0
48,2,208.85,252.33,94.25000000000003,40.87999999999997,1,1,1.0
49,2,208.85,252.35,94.25000000000003,40.890000000000015,1,1,1.0
50,2,208.85,252.36,94.25000000000003,40.90999999999997,1,1,1.0
51,2,208.85,252.37,94.25000000000003,40.93000000000001,1,1,1.0
51,4,954.5,230.13,5.340000000000032,51.25,1,1,1.0
52,2,208.85,252.45,94.25000000000003,40.879999999999995,1,1,1.0
52,4,950.1,229.09,9.740000000000009,53.92999999999998,1,1,1.0
53,2,208.85,252.52,94.25000000000003,40.84,1,1,1.0
53,4,945.7,228.04,14.139999999999986,56.62000000000003,1,1,1.0
54,2,208.85,252.59,94.25000000000003,40.79999999999998,1,1,1.0
54,4,941.3,227.0,18.540000000000077,59.30000000000001,1,1,1.0
55,2,208.85,252.66,94.25000000000003,40.77000000000001,1,1,1.0
55,4,936.54,226.63,23.300000000000068,61.31999999999999,1,1,1.0
56,2,208.85,252.74,94.25000000000003,40.71999999999997,1,1,1.0
56,4,931.79,226.26,28.050000000000068,63.329999999999984,1,1,1.0
57,2,208.85,252.81,94.25000000000003,40.68000000000001,1,1,1.0
57,4,927.03,225.89,32.81000000000006,65.34000000000003,1,1,1.0
58,2,208.85,252.88,94.25000000000003,40.639999999999986,1,1,1.0
58,4,922.27,225.51,37.57000000000005,67.36000000000001,1,1,1.0
59,2,208.85,252.95,94.25000000000003,40.60000000000002,1,1,1.0
59,4,917.51,225.14,42.33000000000004,69.37,1,1,1.0
60,2,208.85,253.03,94.25000000000003,40.54999999999998,1,1,1.0
60,4,912.76,224.77,47.08000000000004,71.39000000000001,1,1,1.0
61,2,208.85,253.1,94.25000000000003,40.52000000000001,1,1,1.0
61,4,908.0,224.4,51.84000000000003,73.4,1,1,1.0
62,2,208.85,253.27,94.25000000000003,40.49999999999997,1,1,1.0
62,4,902.3,224.54,57.54000000000008,74.83000000000001,1,1,1.0
63,2,208.85,253.44,94.25000000000003,40.49000000000001,1,1,1.0
63,4,896.6,224.68,63.24000000000001,76.25999999999999,1,1,1.0
64,2,208.85,253.61,94.25000000000003,40.47999999999996,1,1,1.0
64,4,890.18,224.82,69.66000000000008,77.69,1,1,1.0
65,2,208.85,253.78,94.25000000000003,40.47,1,1,1.0
65,4,883.77,224.96,76.07000000000005,79.11999999999998,1,1,1.0
66,2,208.85,253.95,94.25000000000003,40.460000000000036,1,1,1.0
66,4,877.35,225.1,82.49000000000001,80.54999999999998,1,1,1.0
67,2,208.85,254.12,94.25000000000003,40.44999999999999,1,1,1.0
67,4,870.93,225.24,88.91000000000008,81.98000000000002,1,1,1.0
68,2,208.85,254.29,94.25000000000003,40.430000000000035,1,1,1.0
68,4,864.52,225.38,95.32000000000005,83.41000000000003,1,1,1.0
69,2,208.85,254.46,94.25000000000003,40.41999999999999,1,1,1.0
69,4,858.1,225.52,101.74000000000001,84.84,1,1,1.0
70,2,208.85,254.63,94.25000000000003,40.410000000000025,1,1,1.0
70,4,852.15,225.66,107.69000000000005,86.27000000000001,1,1,1.0
71,2,208.85,254.8,94.25000000000003,40.39999999999998,1,1,1.0
71,4,846.2,225.8,113.63999999999999,87.69999999999999,1,1,1.0
72,2,208.85,254.81,94.25000000000003,40.579999999999984,1,1,1.0
72,4,838.6,226.66,121.26999999999998,88.66,1,1,1.0
73,2,208.85,254.82,94.25000000000003,40.75999999999999,1,1,1.0
73,4,831.0,227.52,128.89999999999998,89.61999999999998,1,1,1.0
73,5,823.69,256.02,13.409999999999968,23.960000000000036,1,1,1.0
74,2,208.85,254.83,94.25000000000003,40.93999999999997,1,1,1.0
74,4,823.3,228.38,136.6400000000001,90.57999999999998,1,1,1.0
74,5,814.49,256.69,14.659999999999968,24.53000000000003,1,1,1.0
75,2,208.85,254.84,94.25000000000003,41.119999999999976,1,1,1.0
75,4,815.6,229.24,144.37,91.53999999999996,1,1,1.0
75,5,805.29,257.36,15.910000000000082,25.110000000000014,1,1,1.0
76,2,208.85,254.85,94.25000000000003,41.29999999999998,1,1,1.0
76,4,807.4,230.1,152.60000000000002,92.50000000000003,1,1,1.0
76,5,796.1,258.03,17.149999999999977,25.680000000000007,1,1,1.0
77,2,208.85,254.86,94.25000000000003,41.47999999999996,1,1,1.0
77,4,799.8,230.96,160.20000000000005,93.46000000000001,1,1,1.0
77,5,786.9,258.69,18.399999999999977,26.269999999999982,1,1,1.0
78,2,208.85,254.87,94.25000000000003,41.65999999999997,1,1,1.0
78,4,793.2,231.82,166.79999999999995,94.42000000000002,1,1,1.0
78,5,777.7,259.36,19.649999999999977,26.839999999999975,1,1,1.0
79,2,208.85,254.88,94.25000000000003,41.84000000000003,1,1,1.0
79,4,785.6,232.68,169.60000000000002,95.38,1,1,1.0
79,5,768.5,260.03,20.899999999999977,27.420000000000016,1,1,1.0
80,2,208.85,254.89,94.25000000000003,42.02000000000004,1,1,1.0
80,4,776.1,235.5,173.79999999999995,94.38,1,1,1.0
80,5,759.31,260.7,22.1400000000001,27.99000000000001,1,1,1.0
80,6,947.0,238.72,11.470000000000027,30.77000000000001,1,1,1.0
81,2,208.85,254.9,94.25000000000003,42.20000000000002,1,1,1.0
81,4,768.6,234.4,175.0,97.29999999999998,1,1,1.0
81,5,750.11,261.36,23.389999999999986,28.579999999999984,1,1,1.0
81,6,940.56,239.28,11.680000000000064,30.919999999999987,1,1,1.0
82,2,208.85,254.84,94.25000000000003,42.16999999999999,1,1,1.0
82,4,759.5,235.74,177.49,98.36000000000001,1,1,1.0
82,5,740.91,262.03,24.639999999999986,29.160000000000025,1,1,1.0
82,6,934.12,239.85,11.889999999999986,31.06000000000003,1,1,1.0
83,2,208.85,254.78,94.25000000000003,42.140000000000015,1,1,1.0
83,4,750.4,237.08,179.98000000000002,99.41999999999999,1,1,1.0
83,5,731.71,262.7,25.889999999999986,29.730000000000018,1,1,1.0
83,6,927.68,240.42,12.110000000000014,31.200000000000017,1,1,1.0
84,2,208.85,254.72,94.25000000000003,42.109999999999985,1,1,1.0
84,4,741.3,238.42,182.47000000000003,100.47999999999999,1,1,1.0
84,5,720.22,263.02,27.579999999999927,30.05000000000001,1,1,1.0
84,6,921.24,240.99,12.319999999999936,31.339999999999975,1,1,1.0
85,2,208.85,254.67,94.25000000000003,42.07000000000002,1,1,1.0
85,4,732.2,239.76,184.95999999999992,101.54000000000002,1,1,1.0
85,5,708.72,263.34,29.279999999999973,30.370000000000005,1,1,1.0
85,6,914.8,241.56,12.530000000000086,31.480000000000018,1,1,1.0
86,2,208.85,254.61,94.25000000000003,42.039999999999964,1,1,1.0
86,4,722.3,241.1,188.25,102.6,1,1,1.0
86,5,697.22,263.67,30.980000000000018,30.680000000000007,1,1,1.0
86,6,908.36,242.13,12.75,31.629999999999995,1,1,1.0
87,2,208.85,254.55,94.25000000000003,42.00999999999999,1,1,1.0
87,4,712.4,242.44,191.54000000000008,103.66000000000003,1,1,1.0
87,5,685.73,263.99,32.66999999999996,31.00999999999999,1,1,1.0
87,6,901.92,242.69,12.960000000000036,31.78000000000003,1,1,1.0
88,2,208.85,254.49,94.25000000000003,41.98000000000002,1,1,1.0
88,4,702.5,243.78,194.83000000000004,104.72,1,1,1.0
88,5,674.23,264.31,34.370000000000005,31.329999999999984,1,1,1.0
88,6,895.48,243.26,13.17999999999995,31.920000000000016,1,1,1.0
89,2,208.85,254.43,94.25000000000003,41.94999999999999,1,1,1.0
89,4,692.59,245.12,198.13,105.77999999999997,1,1,1.0
89,5,662.73,264.63,36.069999999999936,31.649999999999977,1,1,1.0
89,6,889.04,243.83,13.389999999999986,32.059999999999974,1,1,1.0
90,2,208.85,254.37,94.25000000000003,41.920000000000016,1,1,1.0
90,4,682.69,246.46,201.41999999999996,106.84,1,1,1.0
90,5,651.23,264.96,37.76999999999998,31.960000000000036,1,1,1.0
90,6,882.6,244.4,13.600000000000023,32.20000000000002,1,1,1.0
91,2,208.85,254.32,94.25000000000003,41.879999999999995,1,1,1.0
91,4,672.79,247.8,204.71000000000004,107.89999999999998,1,1,1.0
91,5,639.74,265.28,39.460000000000036,32.28000000000003,1,1,1.0
91,6,871.22,244.83,17.110000000000014,31.19999999999996,1,1,1.0
92,2,208.85,254.26,93.20000000000002,41.93000000000001,1,1,1.0
92,4,662.12,248.18,207.90999999999997,110.58999999999997,1,1,1.0
92,5,628.24,265.6,41.15999999999997,32.599999999999966,1,1,1.0
92,6,859.84,245.26,20.620000000000005,30.19999999999999,1,1,1.0
93,2,208.85,254.2,92.15,41.98000000000002,1,1,1.0
93,4,651.45,248.56,211.1099999999999,113.27999999999997,1,1,1.0
93,5,615.21,266.17,46.620000000000005,32.80000000000001,1,1,1.0
93,6,848.46,245.69,24.129999999999995,29.19999999999999,1,1,1.0
94,2,208.85,254.14,91.1,42.03000000000003,1,1,1.0
94,4,640.77,248.94,214.32000000000005,115.97000000000003,1,1,1.0
94,5,602.18,266.74,52.08000000000004,33.0,1,1,1.0
94,6,837.08,246.12,27.629999999999995,28.19999999999999,1,1,1.0
95,2,208.85,254.08,90.04999999999998,42.08000000000001,1,1,1.0
95,4,630.1,249.32,217.51999999999998,118.66000000000003,1,1,1.0
95,5,589.15,267.31,57.54000000000008,33.19999999999999,1,1,1.0
95,6,825.7,246.55,31.139999999999986,27.19999999999999,1,1,1.0
96,2,208.85,254.02,89.00000000000003,42.12999999999997,1,1,1.0
96,4,616.93,250.82,223.22000000000003,120.23000000000002,1,1,1.0
96,5,576.12,267.88,63.0,33.39999999999998,1,1,1.0
96,6,813.18,246.98,35.79000000000008,26.200000000000017,1,1,1.0
97,2,208.85,253.97,87.95000000000002,42.16999999999999,1,1,1.0
97,4,603.77,252.31,228.90999999999997,121.81,1,1,1.0
97,5,563.09,268.45,68.45999999999992,33.60000000000002,1,1,1.0
97,6,800.66,247.4,40.440000000000055,25.210000000000008,1,1,1.0
98,2,208.85,253.91,86.9,42.22,1,1,1.0
98,4,590.6,253.81,234.61,123.38,1,1,1.0
98,5,550.06,269.02,73.92000000000007,33.80000000000001,1,1,1.0
98,6,788.14,247.83,45.08000000000004,24.210000000000008,1,1,1.0
99,2,208.85,253.85,85.85,42.27000000000001,1,1,1.0
99,4,577.43,255.31,240.31000000000006,124.94999999999999,1,1,1.0
99,5,537.03,269.59,79.38,34.0,1,1,1.0
99,6,775.62,248.26,49.73000000000002,23.210000000000036,1,1,1.0
100,2,208.85,253.79,84.79999999999998,42.32000000000002,1,1,1.0
100,4,564.27,256.8,246.0,126.52999999999997,1,1,1.0
100,5,524.0,270.16,84.84000000000003,34.19999999999999,1,1,1.0
100,6,763.1,248.69,54.379999999999995,22.20999999999998,1,1,1.0
101,2,208.85,253.73,83.75000000000003,42.37000000000003,1,1,1.0
101,4,551.1,258.3,251.69999999999993,128.09999999999997,1,1,1.0
101,5,510.97,270.73,90.29999999999995,34.39999999999998,1,1,1.0
101,6,749.18,249.33,57.879999999999995,22.049999999999983,1,1,1.0
102,2,208.85,253.67,85.79999999999998,42.430000000000035,1,1,1.0
102,4,539.43,259.1,254.08000000000004,131.13,1,1,1.0
102,5,497.94,271.3,95.76000000000005,34.599999999999966,1,1,1.0
102,6,735.27,249.96,61.370000000000005,21.890000000000015,1,1,1.0
103,2,208.85,253.61,87.85,42.47999999999996,1,1,1.0
103,4,524.86,260.8,259.36,133.26,1,1,1.0
103,5,483.86,271.87,97.28999999999996,34.99000000000001,1,1,1.0
103,6,721.35,250.6,64.87,21.72999999999999,1,1,1.0
104,2,208.85,253.56,89.9,42.51999999999998,1,1,1.0
104,4,509.11,262.4,265.81999999999994,135.49,1,1,1.0
104,5,469.77,272.44,98.83000000000004,35.379999999999995,1,1,1.0
104,6,707.44,251.23,68.3599999999999,21.580000000000013,1,1,1.0
104,7,952.23,233.1,7.740000000000009,31.47999999999999,1,1,1.0
105,2,208.85,253.5,91.95000000000002,42.56999999999999,1,1,1.0
105,4,493.35,264.0,272.28999999999996,137.72000000000003,1,1,1.0
105,5,455.69,273.01,100.35999999999996,35.76999999999998,1,1,1.0
105,6,693.52,251.86,71.86000000000001,21.430000000000007,1,1,1.0
105,7,947.9,231.24,12.07000000000005,34.02999999999997,1,1,1.0
106,2,208.85,253.44,91.95000000000002,42.620000000000005,1,1,1.0
